station_id,n_observations,bikes_available_mean,bikes_available_std,bikes_available_min,bikes_available_max,docks_available_mean,docks_available_std,docks_available_min,docks_available_max,mechanical_bikes_mean,ebikes_mean,bikes_ratio_capacity_mean,bikes_ratio_capacity_std,docks_ratio_capacity_mean,docks_ratio_capacity_std,pct_empty,pct_near_empty,pct_full,pct_near_full,capacity
174,8878,16.358526695201622,5.683633059090437,0,27,8.523316062176166,5.644919873275851,0,25,11.367537733723811,4.99098896147781,0.6058713590815415,0.21050492811446045,0.3156783726731913,0.20907110641762391,0.004054967334985357,0.006195088984005406,0.10351430502365398,0.2158143726064429,27
175,8470,17.067060212514757,6.477240733088532,0,27,8.900236127508855,6.421793058534262,0,27,13.414285714285715,3.6527744982290438,0.6321133412042503,0.2398978049292038,0.32963837509292054,0.2378441873531213,0.0048406139315230225,0.011570247933884297,0.051711924439197164,0.19220779220779222,27
176,8870,16.995828635851183,8.80278944439925,0,31,12.283540022547914,8.907701872476572,0,31,10.408342728297633,6.5874859075535515,0.5482525366403608,0.2839609498193306,0.39624322653380367,0.2873452216927918,0.005073280721533258,0.03156708004509583,0.04317925591882751,0.2060879368658399,31
177,8883,13.998198806709444,10.406595365865902,0,36,20.23032759202972,10.515451952344698,0,37,2.532702915681639,11.465495891027805,0.37832969747863365,0.2812593342125916,0.5467656105953979,0.28420140411742406,0.07114713497692221,0.18383429021726894,0.02735562310030395,0.06743217381515254,37
178,8877,17.191055536780443,6.50026839160264,0,27,8.147234426044834,6.665159700347432,0,27,11.407570125042245,5.7834854117382,0.6367057606214979,0.24075068117046894,0.3017494231868457,0.24685776667953466,0.0033795201081446434,0.01441928579475048,0.13518080432578575,0.307648980511434,27
179,8867,8.28747039584978,4.644213196534296,0,16,7.198376000902222,4.73819495002437,0,16,5.222623209653772,3.064847186196008,0.5179668997406113,0.2902633247833935,0.4498985000563889,0.29613718437652314,0.033382203676553514,0.12913048381639788,0.07398218112101049,0.23435209202661553,16
18,8873,4.847402231488786,4.9305293602694755,0,23,19.983432886284234,5.188691193579676,0,27,1.0161163079003719,3.8312859235884145,0.17953341598106615,0.18261219852849903,0.7401271439364531,0.1921737479103589,0.18618280175814267,0.45429956046433,0.0005635072692437732,0.0031556407077651303,27
180,8525,26.881876832844576,12.797515458890402,0,49,20.746392961876833,12.813692695896721,0,49,20.05231671554252,6.829560117302052,0.5270956241734229,0.2509316756645183,0.40679201886033006,0.2512488763901317,0.0007038123167155425,0.007976539589442815,0.0064516129032258064,0.06592375366568914,51
182,8864,13.209386281588447,8.953900382600498,0,32,16.162454873646208,8.939931836756227,0,31,4.557310469314079,8.652075812274369,0.4002844327754075,0.27133031462425794,0.48977135980746084,0.2709070253562499,0.031137184115523464,0.10672382671480145,0.05245938628158845,0.1013086642599278,33
183,8867,13.356715912935604,9.184665298675897,0,30,14.923311153716027,9.336358489642297,0,30,5.90989060561633,7.446825307319274,0.44522386376452017,0.30615550995586377,0.4974437051238675,0.3112119496547433,0.03935942257809857,0.13612270215405436,0.022893876170068793,0.14288936506146385,30
184,8876,9.969468228931952,7.559079800096701,0,27,15.507097791798108,7.585579743052626,0,27,4.205159981973862,5.764308246958089,0.36923956403451674,0.2799659185220999,0.5743369552517817,0.28094739789083834,0.03593961243803515,0.17541685443893645,0.02996845425867508,0.08573681838666065,27
185,8879,6.6674175019709425,4.796029792081937,0,16,7.929721815519766,4.991027615467169,0,16,2.4078161955175132,4.25960130645343,0.3922010295277025,0.28211939953423165,0.4664542244423392,0.29358985973336416,0.07658520103615273,0.26286744002703005,0.09392949656492848,0.20407703570221872,17
186,8864,9.674413357400722,6.570582563510161,0,25,11.08980144404332,6.86842640547568,0,24,2.7882445848375452,6.886168772563177,0.37209282143848926,0.25271471398115974,0.426530824770897,0.2641702463644494,0.05279783393501805,0.18377707581227437,0.05787454873646209,0.13729693140794225,26
187,8881,7.563787861727283,4.406563927879384,0,15,6.874225875464474,4.389182421750888,0,15,5.525841684494989,2.0379461772322935,0.5042525241151522,0.29377092852529246,0.458281725030965,0.29261216145005875,0.04447697331381601,0.14784371129377322,0.09998874000675599,0.21393987163607703,15
188,8874,9.980842911877394,7.280123383012342,0,25,13.964277665089025,7.323963807200767,0,26,1.7820599504169483,8.198782961460447,0.36966084858805165,0.26963419937082733,0.5171954690773712,0.27125791878521266,0.05623168807752986,0.19066937119675456,0.025918413342348432,0.08879873788595898,27
189,8865,4.560857304004512,5.607995934246122,0,26,20.796051889452905,5.620232253559428,0,27,3.3639029892837,1.1969543147208122,0.162887760857304,0.2002855690802181,0.7427161389090323,0.20072258048426528,0.22808798646362097,0.5501410039481105,0.003948110547095319,0.006091370558375634,28
